Invoice Number,Customer Name,Ship To,Date,Ship Mode,Balance Due,Item,Quantity,Rate,Amount
20861,"Daniel Raglin
Ship To","Townsville,
Queensland,
Australia
Jun 06 2012
Second Class
",Ship Mode,Balance Due,,,,,
29912,"Dario Medina
Ship To","Bhavnagar, Gujarat,
India
Aug 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
1804,"Darren Koutras
Ship To","Tijuana, Baja
California, Mexico
Dec 13 2012
Same Day
",Ship Mode,Balance Due,,"$3,303.17",5966,660.63,209.32
6459,"Darren Koutras
Ship To","Mejicanos, San
Salvador, El Salvador
Mar 06 2013
Standard Class
",Ship Mode,Balance Due,,,,,
24911,"Darren Powers
Ship To","Kuala Lumpur, Kuala
Lumpur, Malaysia
Nov 10 2012
Standard Class
",Ship Mode,Balance Due,,,,,
18306,"Darrin Martin
Ship To","Cagliari, Sardinia,
Italy
Mar 20 2012
Second Class
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-3886",88,575.88,69.39
7386,"Darrin Sayre
Ship To","Managua, Managua,
Nicaragua
Oct 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
749,"Darrin Van Huff
Ship To","Mexico City, Distrito
Federal, Mexico
Aug 21 2012
Standard Class
",Ship Mode,Balance Due,,"$9,766.71",4774,19.53,93.32
7890,"Darrin Van Huff
Ship To","León, Guanajuato,
Mexico
Oct 26 2012
Second Class
",Ship Mode,Balance Due,,"$2,242.08",3772,448.42,131.21
18898,"Dave Brooks
Ship To","Bochum, North
Rhine",Ship Mode,Balance Due,,,,,
18899,"Dave Brooks
Ship To","Bochum, North
Rhine",Ship Mode,Balance Due,,,,,
21194,"Dave Brooks
Ship To","Yangzhou, Jiangsu,
China
Nov 06 2012
Same Day
",Ship Mode,Balance Due,,,,,
28264,"Dave Brooks
Ship To","Sydney, New South
Wales, Australia
Apr 18 2012
First Class
",Ship Mode,Balance Due,,"$7,921.31",3943,792.13,72.11
4659,"Dave Hallsten
Ship To","San Salvador, San
Salvador, El Salvador
Sep 28 2012
Second Class
",Ship Mode,Balance Due,,,,,
22444,"Dave Kipp
Ship To","Tieling, Liaoning,
China
Mar 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
21286,"Dave Poirier
Ship To","Gold Coast,
Queensland,
Australia
Nov 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
21287,"Dave Poirier
Ship To","Gold Coast,
Queensland,
Australia
Nov 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
4062,"Dave Poirier
Ship To","Monterrey, Nuevo
León, Mexico
Nov 23 2012
Standard Class
",Ship Mode,Balance Due,,,,,
14794,"David Flashing
Ship To","Slough, England,
United Kingdom
Oct 31 2012
Second Class
",Ship Mode,Balance Due,,,,,
11221,"David Philippe
Ship To","Pulheim, North
Rhine",Ship Mode,Balance Due,,"$2,852.50",5779,285.25,75.91
15531,"David Philippe
Ship To","Bordeaux, Aquitaine",Ship Mode,Balance Due,,"$9,999.94",4731,999.99,127.07
27261,"David Philippe
Ship To","Thane, Maharashtra,
India
Sep 21 2012
Second Class
",Ship Mode,Balance Due,,,,,
27262,"David Philippe
Ship To","Thane, Maharashtra,
India
Sep 21 2012
Second Class
",Ship Mode,Balance Due,,,,,
24591,"David Smith
Ship To","Tongchuan, Shaanxi,
China
Aug 10 2012
Second Class
",Ship Mode,Balance Due,,,,,
1601,"Dean Braden
Ship To","São Paulo, São
Paulo, Brazil
Jun 06 2012
First Class
",Ship Mode,Balance Due,,,,,
27407,"Dean percer
Ship To","Suzhou, Gansu,
China
Nov 10 2012
Standard Class
",Ship Mode,Balance Due,,,,,
19009,"Deanra Eno
Ship To","Paris, Ile",Ship Mode,Balance Due,,"$4,465.13",6048,446.51,76.55
23088,"Deanra Eno
Ship To","Perth, Western
Australia, Australia
Feb 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
46162,"Deanra Eno
Ship To","Shumen, Shumen,
Bulgaria
Nov 06 2012
Second Class
",Ship Mode,Balance Due,,,,,
13957,"Debra Catini
Ship To","Minden, North Rhine",Ship Mode,Balance Due,,"$4,846.39",4544,484.64,69.78
18660,"Debra Catini
Ship To","Lille, Nord",Ship Mode,Balance Due,,,,,
27591,"Deirdre Greer
Ship To","Changshu, Jiangsu,
China
Aug 12 2012
Second Class
",Ship Mode,Balance Due,,"$3,115.48",3418,934.64,154.10
18991,"Delfina Latchford
Ship To","Arnhem, Gelderland,
Netherlands
Aug 16 2012
Standard Class
",Ship Mode,Balance Due,,,,,
43035,"Delfina Latchford
Ship To","Makhachkala,
Dagestan, Russia
Jan 22 2013
Standard Class
",Ship Mode,Balance Due,,,,,
14983,"Denise Leinenbach
Ship To","The Hague, South
Holland, Netherlands
Aug 24 2012
First Class
",Ship Mode,Balance Due,,"$1,178.01",3679,589.01,95.31
14984,"Denise Leinenbach
Ship To","The Hague, South
Holland, Netherlands
Aug 24 2012
First Class
",Ship Mode,Balance Due,,,,,
15824,"Denise Leinenbach
Ship To","Lowestoft, England,
United Kingdom
Apr 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22711,"Denise Leinenbach
Ship To","Nagpur, Maharashtra,
India
Feb 23 2013
Standard Class
",Ship Mode,Balance Due,,,,,
48563,"Dennis Bolton
Ship To","Kitwe, Copperbelt,
Zambia
Sep 07 2012
Second Class
",Ship Mode,Balance Due,,"Storage, Office Supplies, OFF-ST-5701",40,848.40,97.54
48564,"Dennis Bolton
Ship To","Kitwe, Copperbelt,
Zambia
Sep 07 2012
Second Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-4702",88,644.88,86.77
48565,"Dennis Bolton
Ship To","Kitwe, Copperbelt,
Zambia
Sep 07 2012
Second Class
",Ship Mode,Balance Due,,,,,
15239,"Dennis Kane
Ship To","The Hague, South
Holland, Netherlands
Dec 25 2012
Same Day
",Ship Mode,Balance Due,,,,,
8561,"Denny Blanton
Ship To","Morelia, Michoacán,
Mexico
Dec 27 2012
First Class
",Ship Mode,Balance Due,,"$12,394.70",4593,24.79,183.32
18208,"Denny Joy
Ship To","Athens, Attica,
Greece
Nov 18 2012
Second Class
",Ship Mode,Balance Due,,,,,
18210,"Denny Joy
Ship To","Athens, Attica,
Greece
Nov 18 2012
Second Class
",Ship Mode,Balance Due,,,,,
18696,"Denny Joy
Ship To","Ulm, Baden",Ship Mode,Balance Due,,"$3,338.09",3891,333.81,170.12
24509,"Denny Joy
Ship To","Ho Chi Minh City, Ho
Chí Minh City,
Vietnam
Mar 20 2012
Standard Class
",Ship Mode,Balance Due,,,,,
50607,"Denny Ordway
Ship To",Porto,Ship Mode,Balance Due,,,,,
25096,"Dianna Arnett
Ship To","Guwahati, Assam,
India
Dec 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25097,"Dianna Arnett
Ship To","Guwahati, Assam,
India
Dec 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
49553,"Dianna Arnett
Ship To","Kinshasa, Kinshasa,
Democratic Republic
of the Congo
Apr 03 2012
First Class
",Ship Mode,Balance Due,,,,,
6773,"Dianna Arnett
Ship To","Sancti Spíritus,
Sancti Spíritus, Cuba
Oct 17 2012
Second Class
",Ship Mode,Balance Due,,"$2,267.42",3710,4.53,232.42
579,"Dianna Vittorini
Ship To","Mejicanos, San
Salvador, El Salvador
Sep 27 2012
Second Class
",Ship Mode,Balance Due,,"$1,431.37",5992,2.86,80.32
581,"Dianna Vittorini
Ship To","Mejicanos, San
Salvador, El Salvador
Sep 27 2012
Second Class
",Ship Mode,Balance Due,,,,,
15501,"Dianna Wilson
Ship To","Brest, Brittany,
France
Sep 11 2012
First Class
",Ship Mode,Balance Due,,,,,
50411,"Dianna Wilson
Ship To","Kharkiv, Kharkiv,
Ukraine
Nov 08 2012
First Class
",Ship Mode,Balance Due,,,,,
23397,"Dionis Lloyd
Ship To","Faridabad, Haryana,
India
Nov 02 2012
Standard Class
",Ship Mode,Balance Due,,,,,
16316,"Don Jones
Ship To","Langen, Lower
Saxony, Germany
Jan 15 2012
Second Class
",Ship Mode,Balance Due,,,,,
29718,"Don Miller
Ship To","Muzaffarpur, Bihar,
India
Aug 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
6148,"Don Weiss
Ship To","San Salvador, San
Salvador, El Salvador
May 08 2012
Standard Class
",Ship Mode,Balance Due,,,,,
6149,"Don Weiss
Ship To","San Salvador, San
Salvador, El Salvador
May 08 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29258,"Dorris liebe
Ship To","Bangkok, Bangkok,
Thailand
Sep 07 2012
Standard Class
",Ship Mode,Balance Due,,"$4,773.33",5839,811.47,109.80
29263,"Dorris liebe
Ship To","Bangkok, Bangkok,
Thailand
Sep 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
19847,"Doug Bickford
Ship To","Offenbach, Hesse,
Germany
Sep 09 2012
Second Class
",Ship Mode,Balance Due,,,,,
14228,"Doug Jacobs
Ship To","Madrid, Madrid,
Spain
Sep 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
18233,Doug O,"Brindisi, Apulia, Italy
Aug 26 2012
Second Class
",Ship Mode,Balance Due,,,,,
22472,"Duane Huffman
Ship To","Gorakhpur, Uttar
Pradesh, India
Nov 20 2012
Standard Class
",Ship Mode,Balance Due,,,,,
14641,"Ed Braxton
Ship To","Seville, Andalusía,
Spain
Feb 02 2012
Second Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-3806",41,587.41,58.74
625,"Ed Braxton
Ship To","Cuscatancingo, San
Salvador, El Salvador
May 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15037,"Edward Hooks
Ship To","Naples, Campania,
Italy
Dec 12 2012
Second Class
",Ship Mode,Balance Due,,,,,
21500,"Eleni McCrary
Ship To","Dehra Dun,
Uttarakhand, India
Feb 03 2013
Second Class
",Ship Mode,Balance Due,,,,,
13511,"Ellis Ballard
Ship To","Rosenheim, Bavaria,
Germany
Feb 02 2012
Same Day
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-3611",81,378.81,71.57
5436,"Ellis Ballard
Ship To","Matagalpa,
Matagalpa, Nicaragua
Oct 15 2012
Standard Class
",Ship Mode,Balance Due,,"$1,804.66",4773,3.61,66.73
13561,"Elpida Rittenbach
Ship To","Lugo, Galicia, Spain
Sep 07 2012
Second Class
",Ship Mode,Balance Due,,"$4,115.93",4296,411.59,99.32
48222,"Elpida Rittenbach
Ship To","Budapest, Budapest,
Hungary
Jan 10 2012
Same Day
",Ship Mode,Balance Due,,"Paper, Office Supplies, OFF-PA-5879",28,854.28,67.79
48223,"Elpida Rittenbach
Ship To","Budapest, Budapest,
Hungary
Jan 10 2012
Same Day
",Ship Mode,Balance Due,,,,,
48225,"Elpida Rittenbach
Ship To","Budapest, Budapest,
Hungary
Jan 10 2012
Same Day
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-4863",39,363.39,134.59
20798,"Emily Burns
Ship To","Bekasi, Jawa Barat,
Indonesia
Oct 18 2012
First Class
",Ship Mode,Balance Due,,"$3,420.66",4815,581.51,121.70
17283,"Emily Ducich
Ship To","Palermo, Sicily, Italy
Jun 06 2012
Standard Class
",Ship Mode,Balance Due,,,,,
6440,"Emily Ducich
Ship To","Los Mochis, Sinaloa,
Mexico
Oct 02 2012
Standard Class
",Ship Mode,Balance Due,,,,,
46335,"Emily Grady
Ship To","Annaba, Annaba,
Algeria
Dec 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
26054,"Emily Phan
Ship To","Guangshui, Hubei,
China
Oct 04 2012
Second Class
",Ship Mode,Balance Due,,,,,
28110,"Emily Phan
Ship To","Jakarta, Jakarta,
Indonesia
May 20 2012
Second Class
",Ship Mode,Balance Due,,,,,
13360,"Eric Murdock
Ship To","Dublin, Dublin,
Ireland
Dec 22 2012
Second Class
",Ship Mode,Balance Due,,,,,
18577,"Eric Murdock
Ship To","Liverpool, England,
United Kingdom
Aug 31 2012
Second Class
",Ship Mode,Balance Due,,,,,
30440,"Eric Murdock
Ship To","Lower Hutt,
Wellington, New
Zealand
Jan 15 2013
Second Class
",Ship Mode,Balance Due,,,,,
46049,"Eric Murdock
Ship To","Casablanca, Grand
Casablanca, Morocco
Feb 12 2012
First Class
",Ship Mode,Balance Due,,,,,
50041,"Erica Bern
Ship To","Dakar, Dakar,
Senegal
Jul 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27069,"Erica Hackney
Ship To","Pune, Maharashtra,
India
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27070,"Erica Hackney
Ship To","Pune, Maharashtra,
India
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27071,"Erica Hackney
Ship To","Pune, Maharashtra,
India
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29142,"Erica Hackney
Ship To","Manila, National
Capital, Philippines
Sep 04 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15648,"Erica Hernandez
Ship To","London, England,
United Kingdom
Jun 05 2012
Standard Class
",Ship Mode,Balance Due,,"$3,798.09",5072,379.81,178.63
49650,"Erica Hernandez
Ship To","Dakar, Dakar,
Senegal
Feb 26 2013
Standard Class
",Ship Mode,Balance Due,,,,,
6094,"Erica Hernandez
Ship To","Nueva Gerona, Isla
de la Juventud, Cuba
Nov 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
21663,"Erin Smith
Ship To","Yunyang, Henan,
China
Feb 02 2012
First Class
",Ship Mode,Balance Due,,,,,
21664,"Erin Smith
Ship To","Yunyang, Henan,
China
Feb 02 2012
First Class
",Ship Mode,Balance Due,,,,,
21665,"Erin Smith
Ship To","Yunyang, Henan,
China
Feb 02 2012
First Class
",Ship Mode,Balance Due,,"$1,384.66",3418,415.40,70.94
31022,"Erin Smith
Ship To","Ballarat, Victoria,
Australia
May 30 2012
Standard Class
",Ship Mode,Balance Due,,,,,
11645,"Eugene Barchas
Ship To","Leipzig, Saxony,
Germany
Mar 13 2012
Second Class
",Ship Mode,Balance Due,,,,,
22290,"Eugene Hildebrand
Ship To","Bilaspur, Uttar
Pradesh, India
Jun 06 2012
First Class
",Ship Mode,Balance Due,,,,,
25237,"Eugene Hildebrand
Ship To","Manila, National
Capital, Philippines
Jul 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
11508,"Evan Henry
Ship To","Schwerin,
Mecklenburg",Ship Mode,Balance Due,,,,,
16552,"Evan Henry
Ship To","Reims, Alsace",Ship Mode,Balance Due,,,,,
49474,"Frank Carlisle
Ship To","Juba, Central
Equatoria, South
Sudan
Apr 19 2012
Standard Class
",Ship Mode,Balance Due,,,,,
20666,"Frank Merwin
Ship To","Melbourne, Victoria,
Australia
Sep 22 2012
Same Day
",Ship Mode,Balance Due,,"$1,086.37",6142,108.64,150.35
24600,"Frank Merwin
Ship To","Qingdao, Shandong,
China
Oct 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
8859,"Frank Merwin
Ship To","Spanish Town, Saint
Catherine, Jamaica
Nov 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
14079,"Frank Olsen
Ship To",Noisy,Ship Mode,Balance Due,,"$4,475.25",6047,447.53,203.67
18517,"Frank Olsen
Ship To","Nice, Provence",Ship Mode,Balance Due,,,,,
24071,"Frank Preis
Ship To","Brisbane,
Queensland,
Australia
Oct 02 2012
Standard Class
",Ship Mode,Balance Due,,"$6,270.48",5948,627.05,89.78
11789,"Fred Harton
Ship To","Woking, England,
United Kingdom
Sep 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23089,"Fred McMath
Ship To","Xinshi, Hubei, China
Feb 25 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27932,"Fred Wasserman
Ship To","Dhaka, Dhaka,
Bangladesh
Oct 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
18927,"Gary Zandusky
Ship To","Hardenberg,
Overijssel,
Netherlands
Feb 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
12378,"Gene Hale
Ship To","Portsmouth, England,
United Kingdom
May 25 2012
Standard Class
",Ship Mode,Balance Due,,,,,
9383,"Gene McClure
Ship To","Managua, Managua,
Nicaragua
Dec 02 2012
Second Class
",Ship Mode,Balance Due,,"$2,265.26",3708,4.53,195.53
22091,"George Bell
Ship To","Sydney, New South
Wales, Australia
Mar 05 2013
Second Class
",Ship Mode,Balance Due,,,,,
50372,"George Zrebassa
Ship To","Blagoveshchensk,
Amur, Russia
Jun 28 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15270,"Georgia Rosenberg
Ship To","Oslo, Oslo, Norway
Jan 06 2013
First Class
",Ship Mode,Balance Due,,,,,
7539,"Giulietta Dortch
Ship To","Miguel Hidalgo,
Distrito Federal,
Mexico
Jul 28 2012
Second Class
",Ship Mode,Balance Due,,"$2,352.40",5454,470.48,76.53
27755,"Grant Thornton
Ship To","Surabaya, Jawa
Timur, Indonesia
Apr 21 2012
Standard Class
",Ship Mode,Balance Due,,"$3,731.71",4501,634.39,71.29
26455,"Greg Guthrie
Ship To","Shanghai, Shanghai,
China
Mar 24 2012
First Class
",Ship Mode,Balance Due,,,,,
26456,"Greg Guthrie
Ship To","Shanghai, Shanghai,
China
Mar 24 2012
First Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-4558",84,381.84,86.65
23791,"Greg Hansen
Ship To","Cangzhou, Hebei,
China
Jun 14 2012
First Class
",Ship Mode,Balance Due,,,,,
28184,"Greg Hansen
Ship To","Singapore,
Singapore, Singapore
Dec 05 2012
First Class
",Ship Mode,Balance Due,,,,,
15376,"Greg Matthias
Ship To","Amsterdam, North
Holland, Netherlands
Nov 02 2012
First Class
",Ship Mode,Balance Due,,,,,
24450,"Greg Matthias
Ship To","Sydney, New South
Wales, Australia
Mar 05 2013
Standard Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-4654",24,409.24,40.92
41353,"Greg Matthias
Ship To","Tunis, Tunis, Tunisia
Jan 20 2013
First Class
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-6009",36,357.36,73.41
10403,"Greg Tran
Ship To","Barcelona, Catalonia,
Spain
Oct 16 2012
Standard Class
",Ship Mode,Balance Due,,,,,
10404,"Greg Tran
Ship To","Barcelona, Catalonia,
Spain
Oct 16 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22023,"Greg Tran
Ship To","Vadodara, Gujarat,
India
Sep 06 2012
First Class
",Ship Mode,Balance Due,,,,,
6712,"Greg Tran
Ship To","San Salvador, San
Salvador, El Salvador
Mar 07 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27347,"Guy Armstrong
Ship To","Jiangdu, Jiangsu,
China
Jan 16 2013
Second Class
",Ship Mode,Balance Due,,,,,
48319,"Hallie Redmond
Ship To","Jeddah, Makkah,
Saudi Arabia
Oct 31 2012
First Class
",Ship Mode,Balance Due,,,,,
48321,"Hallie Redmond
Ship To","Jeddah, Makkah,
Saudi Arabia
Oct 31 2012
First Class
",Ship Mode,Balance Due,,,,,
50661,"Hallie Redmond
Ship To","Kinshasa, Kinshasa,
Democratic Republic
of the Congo
Sep 11 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17343,"Harold Dahlen
Ship To","Remscheid, North
Rhine",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-4743",62,511.62,51.16
3942,"Harold Engle
Ship To","Cuernavaca, Morelos,
Mexico
Dec 04 2012
Standard Class
",Ship Mode,Balance Due,,"$2,232.00",5441,446.40,90.94
3943,"Harold Engle
Ship To","Cuernavaca, Morelos,
Mexico
Dec 04 2012
Standard Class
",Ship Mode,Balance Due,,"$3,208.29",4773,6.42,101.64
2536,"Harold Pawlan
Ship To","Atlixco, Puebla,
Mexico
May 27 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22216,"Heather Jas
Ship To","Samarinda,
Kalimantan Timur,
Indonesia
Jul 29 2012
Standard Class
",Ship Mode,Balance Due,,"$1,024.09",4959,174.10,88.19
22218,"Heather Jas
Ship To","Samarinda,
Kalimantan Timur,
Indonesia
Jul 29 2012
Standard Class
",Ship Mode,Balance Due,,"$4,021.03",3873,683.58,168.55
11633,"Heather Kirkland
Ship To","Drancy, Ile",Ship Mode,Balance Due,,"$6,563.90",5020,984.59,246.09
20409,"Heather Kirkland
Ship To","Depok, Jawa Barat,
Indonesia
Jan 26 2012
First Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-5379",30,334.30,90.26
29788,"Helen Abelman
Ship To","Qingdao, Shandong,
China
Oct 06 2012
First Class
",Ship Mode,Balance Due,,,,,
50724,"Henia Zydlo
Ship To","Benguela, Benguela,
Angola
Jan 08 2012
Standard Class
",Ship Mode,Balance Due,,,,,
6659,"Henry MacAllister
Ship To","La Ceiba, Atlántida,
Honduras
Sep 08 2012
Standard Class
",Ship Mode,Balance Due,,"$2,300.40",5839,920.16,81.51
42416,"Hunter Glantz
Ship To","Alexandria, Al
Iskandariyah, Egypt
Apr 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23537,"Hunter Lopez
Ship To","Hobart, Tasmania,
Australia
Nov 24 2012
Same Day
",Ship Mode,Balance Due,,,,,
6826,"Hunter Lopez
Ship To","Managua, Managua,
Nicaragua
Jan 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
41965,"Ionia McGrath
Ship To","Loubomo, Niari,
Republic of the
Congo
Nov 11 2012
Standard Class
",Ship Mode,Balance Due,,,,,
50251,"Ivan Gibson
Ship To","Alexandria, Al
Iskandariyah, Egypt
Jul 19 2012
Second Class
",Ship Mode,Balance Due,,,,,
50253,"Ivan Gibson
Ship To","Alexandria, Al
Iskandariyah, Egypt
Jul 19 2012
Second Class
",Ship Mode,Balance Due,,,,,
2365,"Jack Garza
Ship To","Mexico City, Distrito
Federal, Mexico
Oct 14 2012
Standard Class
",Ship Mode,Balance Due,,"$7,141.05",4775,14.28,127.49
18295,"Jack Lebron
Ship To","Villeurbanne,
Auvergne",Ship Mode,Balance Due,,,,,
18296,"Jack Lebron
Ship To","Villeurbanne,
Auvergne",Ship Mode,Balance Due,,,,,
14556,Jack O,"Gera, Thuringia,
Germany
Sep 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15772,Jack O,Thonon,Ship Mode,Balance Due,,"$1,750.90",3905,175.09,68.34
13598,"James Lanier
Ship To","Carlisle, England,
United Kingdom
Jan 12 2013
First Class
",Ship Mode,Balance Due,,,,,
23609,"James Lanier
Ship To","Bangkok, Bangkok,
Thailand
May 08 2012
Standard Class
",Ship Mode,Balance Due,,"$3,047.95",5773,822.95,78.30
44795,"Jamie Frazer
Ship To","Beykoz, Istanbul,
Turkey
Jul 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23581,"Jamie Kunitz
Ship To","Alice Springs,
Northern Territory,
Australia
Oct 02 2012
Same Day
",Ship Mode,Balance Due,,"$3,900.83",5249,390.08,101.56
47569,"Jamie Kunitz
Ship To",Porto,Ship Mode,Balance Due,,,,,
29407,"Janet Molinari
Ship To","Rawalpindi, Punjab,
Pakistan
Apr 20 2012
Second Class
",Ship Mode,Balance Due,,"$2,337.41",4561,467.48,68.68
42056,"Jason Gross
Ship To","Ulan Bator,
Ulaanbaatar,
Mongolia
Jun 24 2012
Standard Class
",Ship Mode,Balance Due,,,,,
21580,"Jason Klamczynski
Ship To","Suzhou, Anhui,
China
May 01 2012
First Class
",Ship Mode,Balance Due,,,,,
21582,"Jason Klamczynski
Ship To","Suzhou, Anhui,
China
May 01 2012
First Class
",Ship Mode,Balance Due,,,,,
21585,"Jason Klamczynski
Ship To","Suzhou, Anhui,
China
May 01 2012
First Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-4520",92,985.92,80.66
21586,"Jason Klamczynski
Ship To","Suzhou, Anhui,
China
May 01 2012
First Class
",Ship Mode,Balance Due,,,,,
24689,"Jason Klamczynski
Ship To","Jiangyou, Sichuan,
China
Nov 03 2012
Second Class
",Ship Mode,Balance Due,,,,,
18509,"Jasper Cacioppo
Ship To","Bristol, England,
United Kingdom
Mar 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
45592,"Jay Kimmel
Ship To","Sohag, Suhaj, Egypt
Dec 27 2012
Standard Class
",Ship Mode,Balance Due,,,,,
6474,"Jay Kimmel
Ship To","Caracas, Distrito
Capital, Venezuela
Feb 05 2013
First Class
",Ship Mode,Balance Due,,"$1,518.22",3584,607.29,72.43
41697,"Jennifer Ferguson
Ship To","Vryburg, North",Ship Mode,Balance Due,,"Machines, Technology, TEC-MA-6140",18,300.18,71.41
46524,"Jennifer Ferguson
Ship To","Casablanca, Grand
Casablanca, Morocco
Dec 23 2012
Second Class
",Ship Mode,Balance Due,,,,,
6006,"Jennifer Halladay
Ship To","Poza Rica de
Hidalgo, Veracruz,
Mexico
Jan 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
50219,"Jennifer Patt
Ship To","Mashhad, Razavi
Khorasan, Iran
Aug 03 2012
Second Class
",Ship Mode,Balance Due,,,,,
28784,"Jeremy Ellison
Ship To","Kawagoe, Saitama,
Japan
Feb 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
2910,"Jeremy Pistek
Ship To","Teresópolis, Rio de
Janeiro, Brazil
Sep 22 2012
Standard Class
",Ship Mode,Balance Due,,,,,
9878,"Jeremy Pistek
Ship To","Villa Canales,
Guatemala,
Guatemala
Nov 14 2012
Standard Class
",Ship Mode,Balance Due,,,,,
21672,"Jessica Myrick
Ship To","Saga, Saga, Japan
Jun 09 2012
Standard Class
",Ship Mode,Balance Due,,,,,
42205,"Jesus Ocampo
Ship To","Arbil, Arbil, Iraq
Jan 22 2013
Standard Class
",Ship Mode,Balance Due,,,,,
8768,"Jesus Ocampo
Ship To","Tijuana, Baja
California, Mexico
Aug 29 2012
Second Class
",Ship Mode,Balance Due,,"$1,001.15",3769,200.23,80.71
11601,"Jill Fjeld
Ship To","Aprilia, Lazio, Italy
Jun 15 2012
First Class
",Ship Mode,Balance Due,,,,,
13089,"Jill Fjeld
Ship To","Bolton, England,
United Kingdom
Aug 14 2012
Same Day
",Ship Mode,Balance Due,,,,,
19354,"Jill Fjeld
Ship To","Munich, Bavaria,
Germany
Feb 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
10052,"Jill Matthias
Ship To","Ponte Nova, Minas
Gerais, Brazil
May 16 2012
Second Class
",Ship Mode,Balance Due,,,,,
30303,"Jill Matthias
Ship To","Whangarei,
Northland, New
Zealand
May 13 2012
Second Class
",Ship Mode,Balance Due,,,,,
58,"Jill Matthias
Ship To","Tulancingo, Hidalgo,
Mexico
May 16 2012
Second Class
",Ship Mode,Balance Due,,,,,
29624,"Jill Stevenson
Ship To","Medan, Sumatera
Utara, Indonesia
Jan 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
29626,"Jill Stevenson
Ship To","Medan, Sumatera
Utara, Indonesia
Jan 01 2013
Standard Class
",Ship Mode,Balance Due,,,,,
20232,"Jim Kriz
Ship To","Vienna, Vienna,
Austria
Dec 18 2012
Standard Class
",Ship Mode,Balance Due,,,,,
20233,"Jim Kriz
Ship To","Vienna, Vienna,
Austria
Dec 18 2012
Standard Class
",Ship Mode,Balance Due,,,,,
9873,"Jim Kriz
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Oct 09 2012
Second Class
",Ship Mode,Balance Due,,,,,
11765,"Jim Radford
Ship To","Menden, North
Rhine",Ship Mode,Balance Due,,"$8,159.18",4745,815.92,262.11
29146,"Jim Radford
Ship To","Ballarat, Victoria,
Australia
Mar 07 2012
Second Class
",Ship Mode,Balance Due,,"$6,026.27",3146,602.63,142.19
